name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york city,2016-08-23,81.4,63.4,72.8,80.7,63.4,72.7,51.4,47.9,0,0,0,,0,0,19.7,6.6,319.2,1024.9,4.7,9.8,305.4,26.4,9,,2016-08-23T06:14:37,2016-08-23T19:41:39,0.69,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-24,88.1,68.3,77.3,86.5,68.3,77.3,59.5,55.6,0,0,0,,0,0,21.8,14.8,207.2,1023.5,21.8,9.6,297,25.8,9,,2016-08-24T06:15:36,2016-08-24T19:40:08,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-25,85.9,70.3,78.4,87.6,70.3,79.7,65,64.4,0.005,100,4.17,rain,0,0,24.2,16.8,200.1,1018.2,71.4,9.9,204.3,17.6,6,,2016-08-25T06:16:35,2016-08-25T19:38:35,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-26,90.3,75.7,83.1,93.9,75.7,84.7,67.6,61.6,0,0,0,,0,0,28.9,17.4,294.3,1015.3,56.9,9.9,268.3,23.2,9,,2016-08-26T06:17:34,2016-08-26T19:37:03,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-27,87.7,73.6,80.1,87,73.6,79.9,59.2,49.9,0,0,0,,0,0,16.1,10.5,45.7,1021.3,29.3,9.7,277.8,23.9,9,,2016-08-27T06:18:32,2016-08-27T19:35:29,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-28,87,73,78.8,87.2,73,78.9,63.6,61.4,0,0,0,,0,0,18.3,9.4,154.6,1023.1,18.3,9.5,279.5,24.2,8,,2016-08-28T06:19:31,2016-08-28T19:33:55,0.87,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-29,90.6,74.6,81.6,90.6,74.6,81.7,61.8,53.1,0,0,0,,0,0,23,10.9,311,1019.5,30.3,9.6,215.7,18.6,8,,2016-08-29T06:20:30,2016-08-29T19:32:20,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-30,84.2,70.6,76.9,84.6,70.6,77.1,60.4,57.4,0,0,0,,0,0,19.7,12.2,80.9,1019.6,33.6,9.8,280.6,24.3,9,,2016-08-30T06:21:28,2016-08-30T19:30:44,0.94,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-31,88.2,74.7,79.9,88.4,74.7,80.5,66.9,66.4,0,0,0,,0,0,,10.5,208.6,1014.4,51.1,8.9,274.3,23.5,8,,2016-08-31T06:22:27,2016-08-31T19:29:08,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-01,78.6,71.5,73.9,78.6,71.5,73.9,67.7,81.4,0.427,100,50,rain,0,0,24.2,9.8,305.3,1011.1,91.2,7.5,117.1,10.1,5,,2016-09-01T06:23:26,2016-09-01T19:27:32,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-02,80.2,66.4,73.4,80.2,66.4,73.4,54.9,53.4,0,0,0,,0,0,21.9,12.3,6.1,1017.6,41.6,9.9,253.4,22.1,8,,2016-09-02T06:24:24,2016-09-02T19:25:54,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-03,74.6,67.7,71.1,74.6,67.7,71.1,57.9,63.8,0,0,0,,0,0,19.7,12,59,1021.1,50.3,9.9,117.8,10,4,,2016-09-03T06:25:23,2016-09-03T19:24:17,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-04,79.6,64.9,71.8,79.6,64.9,71.8,54.4,55.8,0,0,0,,0,0,21.9,15.3,50.9,1023,20.9,9.9,158.1,13.7,7,,2016-09-04T06:26:21,2016-09-04T19:22:39,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-05,83.3,65.7,74,82.5,65.7,73.9,52.8,48,0,0,0,,0,0,31,19.7,16.6,1020.3,37.1,9.9,118.5,10.2,3,,2016-09-05T06:27:19,2016-09-05T19:21:00,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-06,79.8,71.8,76.5,79.8,71.8,76.5,60.4,58.1,0,0,0,,0,0,30.5,16.6,21.9,1014.5,90.1,9.7,181.5,15.7,6,,2016-09-06T06:28:18,2016-09-06T19:19:21,0.17,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-07,84.2,71,76.5,86,71,77.1,66.2,71.7,0.003,100,4.17,rain,0,0,25.3,14,35.9,1014.8,75.7,9.4,208.7,18,6,,2016-09-07T06:29:16,2016-09-07T19:17:42,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-08,88,71.7,79.7,92.4,71.7,82.1,68.9,70.8,0,0,0,,0,0,16.8,11.3,175.7,1011.9,33.7,8.8,201.3,17.5,7,,2016-09-08T06:30:15,2016-09-08T19:16:02,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-09,90.9,78.2,85.6,95.7,78.2,89.6,69.4,59,0.044,100,8.33,rain,0,0,19.7,7.9,282.8,1012,61.1,9.3,197.7,17,7,,2016-09-09T06:31:13,2016-09-09T19:14:22,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-10,89.8,75.7,81.5,99.8,75.7,85.6,73.2,76.8,0.106,100,12.5,rain,0,0,18.3,12.8,126,1014.7,48.6,7.7,227.1,19.6,8,,2016-09-10T06:32:12,2016-09-10T19:12:42,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-11,82.5,70.9,78.8,86.5,70.9,79,60.2,56.1,0,0,0,,0,0,31.1,15.4,285.6,1014.8,52.1,9.3,226.3,19.5,8,,2016-09-11T06:33:10,2016-09-11T19:11:01,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-12,77.3,62,69.2,77.3,62,69.2,51.1,53.1,0,0,0,,0,0,19.7,9.8,57.6,1023.1,13.6,9.9,265.7,22.9,8,,2016-09-12T06:34:08,2016-09-12T19:09:21,0.37,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-13,81.7,64.5,72,81.9,64.5,72,58.7,63.9,0,0,0,,0,0,20.8,14.2,196.3,1021.9,9.5,9.8,260.3,22.5,8,,2016-09-13T06:35:07,2016-09-13T19:07:40,0.4,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-14,90.8,69.8,76.4,89.3,69.8,76.3,60.8,60.9,0.427,100,8.33,rain,0,0,30.7,11.1,255.7,1017.9,32.8,9.2,250.9,21.6,8,,2016-09-14T06:36:06,2016-09-14T19:05:59,0.43,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-15,73.3,62,67.7,73.3,62,67.7,48.2,50.8,0,0,0,,0,0,23,12.6,49.2,1023.8,32.4,9.9,257.9,22.4,8,,2016-09-15T06:37:04,2016-09-15T19:04:17,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-16,72.9,62.1,66.6,72.9,62.1,66.6,52.8,61.7,0,0,0,,0,0,18.3,7.8,112.8,1025.8,41.7,9.9,262,22.6,8,,2016-09-16T06:38:03,2016-09-16T19:02:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-17,75.9,60.3,68.7,75.9,60.3,68.7,57.8,68.9,0.001,100,4.17,rain,0,0,21.9,11,169.4,1022.7,28.9,9.8,249.7,21.7,8,,2016-09-17T06:39:02,2016-09-17T19:00:54,0.53,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-18,82.6,70.4,75.8,85.9,70.4,76.5,67.6,76.1,0,0,0,,0,0,21.7,11.3,202.9,1017.5,60.7,9.2,227.7,19.6,7,,2016-09-18T06:40:00,2016-09-18T18:59:13,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-19,76.1,70.5,72.6,76.1,70.5,72.6,69,88.7,0.764,100,41.67,rain,0,0,21.9,9.4,178.1,1016.9,83.6,7.6,52.9,4.6,2,,2016-09-19T06:40:59,2016-09-19T18:57:31,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-20,82.3,68.9,74.5,84,68.9,74.9,66.8,78.1,0,0,0,,0,0,,7.5,28,1019,65.2,9.1,118.2,10.3,5,,2016-09-20T06:41:58,2016-09-20T18:55:50,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-21,84.1,70.1,75.8,81.9,70.1,75.5,57,56.3,0,0,0,,0,0,24.2,9.6,26.1,1020.8,34.8,9.6,147.5,12.8,5,,2016-09-21T06:42:58,2016-09-21T18:54:08,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-22,85,65.9,74.5,82.8,65.9,74.2,51.5,46,0,0,0,,0,0,,8.3,68.9,1020.5,16,9.9,241.6,21,8,,2016-09-22T06:43:57,2016-09-22T18:52:27,0.71,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-23,86.9,64.8,75.5,85.4,64.8,75.2,57,55,0,0,0,,0,0,,7.2,296.9,1015.8,19.1,9.6,235.8,20.4,8,,2016-09-23T06:44:56,2016-09-23T18:50:46,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-24,73.3,58.3,64.7,73.3,58.3,64.7,50.6,63.2,0.301,100,16.67,rain,0,0,26.4,11.1,23.1,1018.8,59.4,9.3,121.3,10.5,4,,2016-09-24T06:45:56,2016-09-24T18:49:04,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-25,69.5,54.5,62.1,69.5,54.5,62.1,39.2,44.4,0,0,0,,0,0,17.2,10.4,2.2,1021.4,5.9,9.9,242.7,21.2,8,,2016-09-25T06:46:56,2016-09-25T18:47:23,0.81,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-26,71.4,55.2,64.2,71.4,55.2,64.2,46.8,53.7,0.006,100,4.17,rain,0,0,26.4,10.4,139.6,1020.4,48.2,9.9,224.1,19.4,7,,2016-09-26T06:47:56,2016-09-26T18:45:42,0.85,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-27,74.4,64.9,68.7,74.4,64.9,68.7,59.3,73.8,0.191,100,29.17,rain,0,0,,12.4,234.2,1013.1,55.1,8.7,56.1,4.8,3,,2016-09-27T06:48:56,2016-09-27T18:44:02,0.88,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-28,68.7,58,64.1,68.7,58,64.1,57.3,79,0,0,0,,0,0,28.1,16.7,57.6,1019.3,69.8,8.3,109,9.7,4,,2016-09-28T06:49:56,2016-09-28T18:42:21,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-29,64.7,57.8,61.6,64.7,57.8,61.6,53.2,74.3,0.003,100,4.17,rain,0,0,31.1,17.6,70.2,1026.8,99,9.5,69.1,6.1,2,,2016-09-29T06:50:56,2016-09-29T18:40:41,0.95,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-09-30,60.4,56.8,58.8,60.4,56.8,58.8,53.8,83.9,0.39,100,70.83,rain,0,0,36.6,19.4,52.5,1025.5,100,5.6,52.8,4.7,2,,2016-09-30T06:51:57,2016-09-30T18:39:01,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-01,62.4,56.4,59.3,62.4,56.4,59.3,55.2,86.1,0.002,100,4.17,rain,0,0,18.3,13.5,48.7,1022.3,100,9.1,114.3,9.8,4,,2016-10-01T06:52:58,2016-10-01T18:37:22,0.02,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-02,63.4,57.1,60.3,63.4,57.1,60.3,56,85.7,0,0,0,,0,0,,8.9,31,1018.8,100,8.5,145.3,12.6,5,,2016-10-02T06:53:59,2016-10-02T18:35:43,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-03,71.4,61.3,65.5,71.4,61.3,65.5,57.4,76.1,0,0,0,,0,0,,6.7,347.7,1016.5,87.5,8,194,16.8,7,,2016-10-03T06:55:01,2016-10-03T18:34:04,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-04,68.8,60.7,64.8,68.8,60.7,64.8,54.5,69.9,0,0,0,,0,0,18.3,13.5,57.2,1024.4,83.5,9.7,180.2,15.4,6,,2016-10-04T06:56:02,2016-10-04T18:32:26,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-05,66.5,54.1,60.1,66.5,54.1,60.1,48.6,66.4,0,0,0,,0,0,16.1,10,55.5,1026.6,21.5,9.8,210.5,18.3,7,,2016-10-05T06:57:04,2016-10-05T18:30:48,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-06,73.4,56.3,63,73.4,56.3,63,52.6,71.5,0,0,0,,0,0,,7.3,58,1025.9,5.9,9,212.5,18.4,7,,2016-10-06T06:58:06,2016-10-06T18:29:10,0.19,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-07,73.5,57.2,64.1,73.5,57.2,64.1,53.8,71.5,0,0,0,,0,0,17.2,8,95.9,1024.6,13.3,8.3,213.6,18.3,7,,2016-10-07T06:59:09,2016-10-07T18:27:34,0.22,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-08,68,58.3,63.8,68,58.3,63.8,59.8,87,0.2,100,25,rain,0,0,,6.2,43.5,1018.7,68.7,7.7,56.8,4.9,2,,2016-10-08T07:00:12,2016-10-08T18:25:57,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-09,65.8,51.9,57.7,65.8,51.9,57.7,50,76.7,0.527,100,54.17,rain,0,0,31.8,15.2,6.9,1015.8,81.7,7.8,60.7,5.4,2,,2016-10-09T07:01:15,2016-10-09T18:24:22,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-10,63.3,47.7,54.9,63.3,43.3,53.9,33.3,45.5,0,0,0,,0,0,30.4,12.3,341.3,1023.1,7.9,9.9,212.7,18.2,7,,2016-10-10T07:02:18,2016-10-10T18:22:46,0.32,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-11,63,47.1,54.3,63,45.4,53.7,39.9,58.5,0,0,0,,0,0,,8.4,62,1030.4,12.6,9.9,206.3,18,7,,2016-10-11T07:03:22,2016-10-11T18:21:12,0.35,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-12,65,53.1,59,65,53.1,59,49.8,72.4,0,0,0,,0,0,,7.3,96.4,1026.7,46.6,9.8,161.4,13.9,6,,2016-10-12T07:04:26,2016-10-12T18:19:38,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-13,67.4,55.7,60.6,67.4,55.7,60.6,53.6,78.4,0.002,100,4.17,rain,0,0,34.4,18.4,283.6,1019.4,44.8,8.8,143.1,12.3,7,,2016-10-13T07:05:30,2016-10-13T18:18:05,0.42,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-14,62.1,48.1,54.5,62.1,45.2,54,36.6,51.9,0,0,0,,0,0,25.3,9.8,3.6,1026.3,7.7,9.9,201.2,17.1,7,,2016-10-14T07:06:35,2016-10-14T18:16:33,0.45,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-15,64.9,46.8,55,64.9,44.2,54.6,41.4,60.7,0,0,0,,0,0,16.1,10.8,80,1028.8,10.3,9.9,198.2,17,7,,2016-10-15T07:07:40,2016-10-15T18:15:02,0.48,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-16,70.1,53,61.2,70.1,53,61.2,51.5,71.2,0,0,0,,0,0,19.7,9.9,235.4,1021.2,32.7,9.5,185.8,16,7,,2016-10-16T07:08:45,2016-10-16T18:13:31,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-17,80.9,63.3,71.2,81.5,63.3,71.3,58.6,65.7,0,0,0,,0,0,18.3,7.7,246.5,1013.5,51.3,9,174.3,15,6,,2016-10-17T07:09:51,2016-10-17T18:12:01,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-18,81.2,66.5,73.4,82.4,66.5,73.6,61.6,67.2,0,0,0,,0,0,27.7,14.5,206.4,1012,16.1,8.7,181.2,15.5,7,,2016-10-18T07:10:57,2016-10-18T18:10:32,0.59,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-19,84.3,68.8,75.2,83.9,68.8,75.1,58.7,58.9,0,0,0,,0,0,18.3,11.8,289.5,1014.5,32.6,9.4,148.4,12.9,5,,2016-10-19T07:12:03,2016-10-19T18:09:04,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-20,70.2,62.1,66.5,70.2,62.1,66.5,56,69.6,0,0,0,,0,0,19.7,11.6,75.1,1019,72.6,9,134.5,11.5,6,,2016-10-20T07:13:10,2016-10-20T18:07:38,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-21,69.5,65.9,67.9,69.5,65.9,67.9,65.1,90.8,1.096,100,29.17,rain,0,0,,6.2,132,1005.7,86.1,6.2,155.7,13.4,6,,2016-10-21T07:14:17,2016-10-21T18:06:12,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-22,62.1,47.7,51.1,62.1,40.9,48,43.1,75,0.373,100,45.83,rain,0,0,38,20.2,295.6,998.3,99.2,8.9,111.2,9.6,4,,2016-10-22T07:15:24,2016-10-22T18:04:47,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-23,62.1,46.3,54.1,62.1,41.3,52,33.7,46.2,0,0,0,,0,0,34.6,18,274.7,1009.2,29.7,9.9,177.7,15.1,6,,2016-10-23T07:16:31,2016-10-23T18:03:23,0.76,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-24,62.3,49.7,55.8,62.3,46.5,55.7,39.7,56.5,0,0,0,,0,0,31.1,14.4,305.3,1013.3,52.6,9.9,172.1,14.9,6,,2016-10-24T07:17:39,2016-10-24T18:02:00,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-25,51.9,45.4,48.7,51.9,40.9,46,30.1,48.9,0,0,0,,0,0,33.3,20.3,303.5,1023.1,51.8,9.9,162.5,14,6,,2016-10-25T07:18:48,2016-10-25T18:00:38,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-26,50.6,39.1,44.7,50.6,33.5,41,25.4,47.3,0,0,0,,0,0,25,14.3,322.5,1029.3,22.7,9.9,167.1,14.2,6,,2016-10-26T07:19:56,2016-10-26T17:59:18,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-27,54.5,41.8,46,54.5,36.2,42.7,36.9,72.6,1.259,100,58.33,rain,0,0,23,10,66.8,1026.3,97.4,7.3,49.1,4.2,2,,2016-10-27T07:21:05,2016-10-27T17:57:59,0.89,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-28,54.1,43.7,46.9,54.1,38.4,42.1,36.4,68.1,0.01,100,4.17,rain,0,0,34.8,18.8,307,1019.4,63.3,9.4,166,14.3,6,,2016-10-28T07:22:14,2016-10-28T17:56:41,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-29,64,39.9,52.2,64,37.1,51.4,37.9,59,0.001,100,4.17,rain,0,0,23,14.8,239.4,1018.1,36.6,9.9,145,12.5,5,,2016-10-29T07:23:24,2016-10-29T17:55:24,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-10-30,76,56.7,65.1,76,56.7,65.1,54.8,70.5,0.549,100,20.83,rain,0,0,48,10.8,279.2,1011.5,84.3,8.9,109.6,9.4,5,,2016-10-30T07:24:33,2016-10-30T17:54:09,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KJFK,KLGA,72502014734,74486094789,KNYC,72503014732"
new york city,2016-10-31,56.6,44.9,50.3,56.6,38.4,48.3,34.8,56.1,0,0,0,,0,0,24.7,14.9,342.8,1020.7,37.3,9.9,164.3,14.1,6,,2016-10-31T07:25:43,2016-10-31T17:52:55,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-01,58.5,40.5,50.1,58.5,37.8,49.2,39,66.2,0,0,0,,0,0,,10.3,95.5,1027.1,32.9,9.9,157.9,13.7,6,,2016-11-01T07:26:53,2016-11-01T17:51:42,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-02,70.2,54,61.5,70.2,54,61.5,50.6,67.7,0,0,0,,0,0,,8.7,229.7,1023,47.6,9.6,146,12.6,6,,2016-11-02T07:28:04,2016-11-02T17:50:31,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-03,72.8,58.4,64.6,72.8,58.4,64.6,53.2,67.5,0,0,0,,0,0,29.5,13.7,274.7,1014.2,46.7,8.2,98.9,8.6,4,,2016-11-03T07:29:14,2016-11-03T17:49:22,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-04,60.3,50.7,56,60.3,50.7,56,35.6,47.8,0,0,0,,0,0,26.4,12.9,323.8,1019.5,27.8,9.9,155.4,13.5,6,,2016-11-04T07:30:25,2016-11-04T17:48:14,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-05,62.1,44.8,53.2,62.1,40.9,52.5,35.8,52,0,0,0,,0,0,28.9,12.4,297.6,1022.4,19.2,9.9,151.2,13,6,,2016-11-05T07:31:36,2016-11-05T17:47:07,0.2,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-11-06,57.7,46.1,53.6,57.7,41.9,52.8,35.5,50.8,0,0,0,,0,0,25.3,15.7,343.3,1023.2,27.1,9.9,145.2,13,6,,2016-11-06T06:32:47,2016-11-06T16:46:02,0.23,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
