name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york city,2016-06-09,72,54.3,63.2,72,54.3,63.2,38.8,42.6,0,0,0,,0,0,31.9,19.7,294.1,1009.8,25.6,9.6,353.7,30.7,10,,2016-06-09T05:24:39,2016-06-09T20:26:23,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-10,76.9,57.2,67.4,76.9,57.2,67.4,37.2,33.8,0,0,0,,0,0,26.3,14.5,307.9,1015,45,9.9,357.3,30.9,10,,2016-06-10T05:24:31,2016-06-10T20:26:54,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-11,87.5,60.5,74.8,89.7,60.5,75.6,54.5,49.5,0.022,100,4.17,rain,0,0,26.4,15.7,250.6,1011.8,72.1,9.6,257.6,22.2,9,,2016-06-11T05:24:25,2016-06-11T20:27:23,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-12,83.8,64.5,77.4,83.8,64.5,77,52.9,45.2,0,0,0,,0,0,37.3,26.3,304.7,1004.7,38.3,9.7,349.2,30.2,10,,2016-06-12T05:24:21,2016-06-12T20:27:51,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-13,73.7,57.5,65.5,73.7,57.5,65.5,46.6,51,0,0,0,,0,0,30.8,16,318.1,1009.8,53.8,9.9,355,30.8,10,,2016-06-13T05:24:19,2016-06-13T20:28:18,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-14,79.4,59.3,69.5,79.4,59.3,69.5,45,43.5,0,0,0,,0,0,23,14.2,317.6,1012.6,25.2,9.9,326.4,28.1,10,,2016-06-14T05:24:18,2016-06-14T20:28:42,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-15,84.3,63,74.3,81.6,63,73.9,48.5,41.7,0,0,0,,0,0,23,9.4,248.4,1013.1,26.6,9.9,350.3,30.2,10,,2016-06-15T05:24:20,2016-06-15T20:29:05,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-16,75.7,67.3,70.9,75.7,67.3,70.9,60.2,69.7,0.166,100,25,rain,0,0,,6.5,40.2,1008.5,86,8.1,141,12.1,4,,2016-06-16T05:24:24,2016-06-16T20:29:26,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-17,75.3,64.9,70,75.3,64.9,70,54,58.6,0,0,0,,0,0,21.9,13.2,87.9,1013.3,36.9,9.4,247.7,21.5,8,,2016-06-17T05:24:29,2016-06-17T20:29:45,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-18,85.8,61.8,72.9,83.6,61.8,72.5,49.8,45.6,0,0,0,,0,0,20.8,8.8,155.7,1022.5,12.9,9.7,356.5,30.8,10,,2016-06-18T05:24:37,2016-06-18T20:30:03,0.44,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-19,85.4,68.1,73.8,84.5,68.1,73.8,55.4,53.2,0,0,0,,0,0,19.7,10.6,125.2,1025.2,36,9.5,325,28.3,10,,2016-06-19T05:24:46,2016-06-19T20:30:19,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-20,82.1,65,74.4,83.2,65,74.7,61.3,64.8,0,0,0,,0,0,20.8,9.9,144.1,1019.3,28.3,9.2,322.6,27.6,9,,2016-06-20T05:24:57,2016-06-20T20:30:32,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-21,87.3,72.9,80,85.4,72.9,79.6,55.6,44.5,0,0,0,,0,0,36,11.8,281,1008.9,48.4,9.6,298.1,25.7,9,,2016-06-21T05:25:10,2016-06-21T20:30:44,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-22,84.6,69.1,77.6,82.3,69.1,76.9,49.2,38.1,0,0,0,,0,0,28.6,15.2,306.1,1009.8,34.2,9.8,347.2,30.2,10,,2016-06-22T05:25:25,2016-06-22T20:30:54,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-23,80.3,69,74.5,80.9,69,74.5,57.4,55.9,0,0,0,,0,0,,6.6,43.9,1011.1,63.1,9.2,223.6,19.3,9,,2016-06-23T05:25:41,2016-06-23T20:31:03,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-24,81.9,69.2,74.4,81.3,69.2,74.3,57,56.6,0,0,0,,0,0,23,14.5,73.4,1016.2,19.8,9.1,131.4,11.2,4,,2016-06-24T05:25:59,2016-06-24T20:31:09,0.65,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-25,83.6,65.1,73.1,82.2,65.1,73,55.4,56.1,0,0,0,,0,0,23,9.8,82.1,1021.5,11,9.5,360.9,31.2,10,,2016-06-25T05:26:19,2016-06-25T20:31:13,0.69,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-26,85.5,68.1,75.5,84.7,68.1,75.4,55.5,51.1,0,0,0,,0,0,19.7,14.8,171,1022.2,32,9.3,337.4,29.1,9,,2016-06-26T05:26:41,2016-06-26T20:31:15,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-27,83,67.1,74.5,84,67.1,74.6,59.8,61.3,0.093,100,8.33,rain,0,0,30.3,18.2,186.5,1017.8,41,8.9,320.2,27.7,9,,2016-06-27T05:27:05,2016-06-27T20:31:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-28,75,69.7,71.5,75,69.7,71.5,68,88.8,0.477,100,16.67,rain,0,0,18.3,10.3,152.6,1013.7,98.2,6.7,134.6,11.7,4,,2016-06-28T05:27:30,2016-06-28T20:31:14,0.79,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-29,83.4,67.7,75.4,83.1,67.7,75.4,62,66.5,0.043,100,12.5,rain,0,0,23.6,9.2,318.5,1011.6,58.4,8.8,338.7,29.2,9,,2016-06-29T05:27:56,2016-06-29T20:31:10,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-06-30,85,68.5,76.4,83.2,68.5,76.1,57.1,52.6,0,0,0,,0,0,,8.5,284.9,1015.5,18.6,9.9,346.6,29.8,10,,2016-06-30T05:28:24,2016-06-30T20:31:04,0.86,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-01,78.7,68.8,74.2,78.7,68.8,74.2,65.1,73.9,0.607,100,20.83,rain,0,0,26.4,15.5,171.2,1014.1,57.3,8.4,218,18.7,7,,2016-07-01T05:28:54,2016-07-01T20:30:56,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-02,76.3,65.3,71.7,76.3,65.3,71.7,54.3,57.5,0,0,0,,0,0,26.4,16.6,302.5,1014.5,38.6,9.2,311.6,26.8,10,,2016-07-02T05:29:25,2016-07-02T20:30:47,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-03,78.5,66,73.2,78.5,66,73.2,52.7,49.2,0,0,0,,0,0,21.9,14.6,250.1,1018.4,33.9,9.9,172.2,14.9,6,,2016-07-03T05:29:58,2016-07-03T20:30:35,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-04,83.1,66.4,74.3,82.3,66.4,74.2,59.4,61.7,0.135,100,12.5,rain,0,0,26.4,14.2,205,1017,45.3,8.8,309.6,26.8,10,,2016-07-04T05:30:32,2016-07-04T20:30:21,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-05,86.7,69.5,77.5,89.1,69.5,78.6,68,75.1,0.922,100,29.17,rain,0,0,18.3,8.2,309.5,1008.8,74.6,7.7,263.3,22.9,9,,2016-07-05T05:31:07,2016-07-05T20:30:05,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-06,91.8,76.4,84.1,93.3,76.4,85.8,66.4,56.8,0,0,0,,0,0,20.8,8.5,213.9,1010.4,26,9.3,317.7,27.3,9,,2016-07-06T05:31:44,2016-07-06T20:29:47,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-07,89.7,78.7,82.9,95.3,78.7,86.7,70.9,67.6,0.031,100,8.33,rain,0,0,33.3,19.5,205.3,1008,40.9,8.3,233.9,20.2,7,,2016-07-07T05:32:22,2016-07-07T20:29:27,0.1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-08,84.4,69.2,78.3,89.4,69.2,79.7,69.5,75.1,0.059,100,8.33,rain,0,0,21.9,11.1,85.5,1008.7,54,8.1,302.3,26.1,9,,2016-07-08T05:33:01,2016-07-08T20:29:05,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-09,71.9,65.9,68.9,71.9,65.9,68.9,63.3,82.6,0.342,100,4.17,rain,0,0,16.8,9.1,104.7,1010.6,99.9,8,200.6,17.5,6,,2016-07-09T05:33:42,2016-07-09T20:28:41,0.17,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-10,79.8,66.5,73.2,79.8,66.5,73.2,63.1,72.5,0.118,100,8.33,rain,0,0,26.4,12.8,305.3,1011,76,8.7,334.8,29,9,,2016-07-10T05:34:23,2016-07-10T20:28:15,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-11,80.4,66.7,73.2,80.7,66.7,73.2,58.6,61.5,0,0,0,,0,0,18.3,9.1,17,1017.8,37.8,9.9,343.2,29.7,10,,2016-07-11T05:35:06,2016-07-11T20:27:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-12,81.6,69.4,75.3,82.8,69.4,75.5,63,66.3,0,0,0,,0,0,25.3,14.1,173.9,1019,31.1,9.7,345.5,30,10,,2016-07-12T05:35:50,2016-07-12T20:27:17,0.26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-13,84.2,71.4,77.1,87.5,71.4,77.9,66.5,70.3,0,0,0,,0,0,23,10.5,203.4,1017.6,47.4,9.4,240.2,20.6,7,,2016-07-13T05:36:34,2016-07-13T20:26:46,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-14,88.4,75.3,80.3,97.4,75.3,83.8,73,79.1,0.512,100,4.17,rain,0,0,49.6,8.9,194,1012,64.4,8.2,307.7,26.6,9,,2016-07-14T05:37:20,2016-07-14T20:26:12,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-15,88.7,79.8,84.7,93.6,79.8,87.9,68.8,60,0,0,0,,0,0,23,10.5,253.8,1010.8,28.8,9.1,280.6,24.3,7,,2016-07-15T05:38:07,2016-07-15T20:25:36,0.36,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-16,89.2,76.5,81.4,92.2,76.5,82.2,65.1,58.6,0.091,100,8.33,rain,0,0,27.1,8.1,216.4,1015.7,34.6,9.2,292.7,25.4,9,,2016-07-16T05:38:55,2016-07-16T20:24:58,0.39,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-17,89.5,75.7,82.4,93.4,75.7,83.7,65.5,57.8,0,0,0,,0,0,23,9.4,275.2,1018.3,31,9.2,324.6,27.9,10,,2016-07-17T05:39:43,2016-07-17T20:24:19,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-18,92.8,74.9,82.1,95.5,74.9,83.5,66.9,61.7,0.279,100,12.5,rain,0,0,39.1,13.2,241.8,1017.6,41,8.7,317.1,27.1,9,,2016-07-18T05:40:33,2016-07-18T20:23:37,0.46,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-19,83.7,74.8,78.7,81.9,74.8,78.3,56.8,49.6,0,0,0,,0,0,26.4,15.5,318,1018.3,48,9.5,248.5,21.5,8,,2016-07-19T05:41:23,2016-07-19T20:22:54,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-20,82.9,69.6,76.4,81.6,69.6,76.2,53.7,45.8,0,0,0,,0,0,18.3,11.9,70.5,1021.9,42.2,9.7,336.2,29,10,,2016-07-20T05:42:14,2016-07-20T20:22:09,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-21,89.1,71.6,79.7,87.9,71.6,79.9,61.6,55.5,0,0,0,,0,0,26.4,10.4,231.8,1019.7,16.8,9.2,333.7,28.7,9,,2016-07-21T05:43:05,2016-07-21T20:21:22,0.56,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-22,94.9,74.6,84.5,99.4,74.6,87.2,67.9,59.2,0,0,0,,0,0,25.2,15.5,237.2,1012.6,27.4,8.4,292.1,25.3,9,,2016-07-22T05:43:57,2016-07-22T20:20:33,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-23,95.9,81.5,88.1,94,82.8,88.4,61.1,42.3,0,0,0,,0,0,28.2,21.1,282.3,1010.1,18.3,9.2,335.9,29.1,10,,2016-07-23T05:44:50,2016-07-23T20:19:43,0.63,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-24,92.5,75.8,84,91.7,75.8,84.4,61.4,47.5,0,0,0,,0,0,24.2,9.3,266.1,1014,21.5,9.3,269.5,23.1,8,,2016-07-24T05:45:44,2016-07-24T20:18:50,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-25,93.1,75.2,81.9,101.4,75.2,84.7,70.2,69.1,1.086,100,25,rain,0,0,37.8,9.2,215.8,1012.6,53.5,7.8,208,17.9,8,,2016-07-25T05:46:38,2016-07-25T20:17:57,0.71,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-26,89.7,72.6,81.4,90.6,72.6,82.2,66,62.9,0,0,0,,0,0,25.5,16.6,303.3,1011.9,35.2,9.1,284.9,24.7,9,,2016-07-26T05:47:32,2016-07-26T20:17:01,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-27,90.4,75.2,83.1,90.9,75.2,83.7,62.5,50.8,0,0,0,,0,0,18.3,7,2.9,1013.2,34.2,9.4,306.1,26.4,9,,2016-07-27T05:48:27,2016-07-27T20:16:04,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-28,93.5,77.4,83.2,94,77.4,84.6,67.6,61.8,0,0,0,,0,0,23.9,10.7,236,1012,36.3,8.3,290,25.1,9,,2016-07-28T05:49:23,2016-07-28T20:15:05,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-29,83.6,69.9,76.6,87.3,69.9,77.3,68.8,77.9,1.042,100,41.67,rain,0,0,17.2,12.5,40.3,1010.9,71.7,6.8,230.9,19.9,9,,2016-07-29T05:50:19,2016-07-29T20:14:04,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-30,82.5,74.4,77,86.1,74.4,77.7,70.4,80.7,0.256,100,33.33,rain,0,0,18.6,8.7,93.5,1015.4,63.9,6.7,272.4,23.7,9,,2016-07-30T05:51:15,2016-07-30T20:13:02,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-07-31,78.7,72.6,75.6,78.7,72.6,75.6,71.4,87,0.772,100,37.5,rain,0,0,17.2,10.8,105.7,1015.9,98.4,7,206.5,17.9,7,,2016-07-31T05:52:11,2016-07-31T20:11:58,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-01,78.4,70.5,73.4,78.4,70.5,73.4,66.6,79.9,0.135,100,12.5,rain,0,0,23,12.6,62.3,1017.5,95.7,8.8,145.7,12.6,4,,2016-08-01T05:53:08,2016-08-01T20:10:53,0.96,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72502594741,72505394728,KEWR,72055399999,KLGA,72502014734,74486094789,KNYC,72503014732"
new york city,2016-08-02,77.1,70.7,73.1,77.1,70.7,73.1,61.6,67.6,0,0,0,,0,0,27.7,13.3,65.5,1018.9,67.7,9.5,255.1,22.1,7,,2016-08-02T05:54:06,2016-08-02T20:09:47,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-03,78.8,66.2,72.4,78.8,66.2,72.4,59.2,64.4,0,0,0,,0,0,19.7,12.2,80.4,1021.1,18,9.5,329.8,28.6,9,,2016-08-03T05:55:03,2016-08-03T20:08:38,0.03,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-04,80.9,67.1,73.8,81.4,67.1,73.8,60.5,64.2,0,0,0,,0,0,20.8,9.8,141.8,1020.4,21.5,9.4,320.6,27.8,9,,2016-08-04T05:56:01,2016-08-04T20:07:29,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-05,82.9,69.6,76,84.4,69.6,76.3,61.9,62.1,0,0,0,,0,0,24.2,10.1,211,1015.6,38.1,9.4,317.1,27.6,9,,2016-08-05T05:56:59,2016-08-05T20:06:18,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KEWR,72055399999,KLGA,72502014734,74486094789,KNYC,72503014732"
new york city,2016-08-06,86.5,73.5,79.1,93.6,73.5,81.2,68.1,69.6,0.046,100,4.17,rain,0,0,23.2,14.2,247.1,1007.9,56.4,8.9,287.1,24.7,9,,2016-08-06T05:57:57,2016-08-06T20:05:06,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-07,86.1,71.3,79.8,85.2,71.3,79.4,57.7,48,0,0,0,,0,0,21.9,14.7,314.2,1011,19.7,9.7,324,28,9,,2016-08-07T05:58:55,2016-08-07T20:03:52,0.15,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-08,85.5,71.8,78.8,85,71.8,78.8,59.3,52,0,0,0,,0,0,,7.3,15.3,1016.8,35.4,9.5,156,13.4,4,,2016-08-08T05:59:54,2016-08-08T20:02:37,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-09,86.7,71.6,79,85.2,71.6,78.9,62,57.8,0,0,0,,0,0,23,13,162.6,1021.9,25,9.5,311.6,27,9,,2016-08-09T06:00:52,2016-08-09T20:01:21,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-10,86.5,75.5,81.3,94.7,75.5,85.3,72.9,76.1,0.089,100,12.5,rain,0,0,20.8,12,202.9,1020.7,84.6,8.9,141.4,12.3,4,,2016-08-10T06:01:51,2016-08-10T20:00:04,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-11,91.5,80.5,85,101.7,85.2,91.9,73.4,68.9,0.094,100,4.17,rain,0,0,45.9,10,229.8,1017.4,56.9,8.8,139.5,11.9,5,,2016-08-11T06:02:50,2016-08-11T19:58:45,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-12,94,73.9,83.6,105,73.9,88.9,73.3,73,0.386,100,25,rain,0,0,33.3,13.8,247.1,1012.7,49.2,8.6,240.7,20.6,7,,2016-08-12T06:03:48,2016-08-12T19:57:25,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-13,95.8,81.5,88.3,109.9,88.4,98.1,75.2,66.2,0.002,100,4.17,rain,0,0,25.3,10.2,223.6,1011.8,26.1,8.9,199.9,17.4,7,,2016-08-13T06:04:47,2016-08-13T19:56:04,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-14,94.5,80,87.1,103.1,84.7,93.2,71.7,61.3,0.039,100,4.17,rain,0,0,32,16.3,277,1013.7,39.8,9.3,234.8,20.4,7,,2016-08-14T06:05:46,2016-08-14T19:54:42,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-15,91.8,77.6,83.8,93.8,77.6,86.1,69,63,0,0,0,,0,0,18.3,8.6,343.7,1019.9,34.8,9.4,286.1,24.7,9,,2016-08-15T06:06:45,2016-08-15T19:53:19,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-16,88,78.3,83.5,96.8,78.3,89.3,73.1,71.5,0.097,100,8.33,rain,0,0,28.9,15,191.3,1019.7,56.4,8.7,197.3,17,7,,2016-08-16T06:07:44,2016-08-16T19:51:55,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-17,85.5,77.3,81.1,92.5,77.3,82.4,66.5,62.7,0.041,100,8.33,rain,0,0,34.2,11.6,281.3,1015.8,46.6,9.6,296.7,25.7,9,,2016-08-17T06:08:43,2016-08-17T19:50:30,0.48,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-18,84.8,73.2,79.2,86.7,73.2,80.1,65.8,64.4,0.032,100,8.33,rain,0,0,,6.1,19.1,1015.1,79.2,9.3,267.3,23.1,8,,2016-08-18T06:09:42,2016-08-18T19:49:04,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-19,86.7,75.4,80.3,88.8,75.4,81.3,67.1,65.2,0.011,100,8.33,rain,0,0,16.1,8.2,43.2,1013.4,49.6,9.1,287.5,25,9,,2016-08-19T06:10:41,2016-08-19T19:47:36,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-20,82.7,73.9,78,85.8,73.9,78.7,69.3,75.2,0.324,100,8.33,rain,0,0,21.9,10,97.2,1013.2,47.9,8.6,295,25.5,9,,2016-08-20T06:11:40,2016-08-20T19:46:08,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72502594741,72505394728,KTEB,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-21,86,76,78.7,89,76,79.7,71,78.1,0.318,100,25,rain,0,0,26.8,13,151.4,1010.4,70.7,8.4,256.3,22,8,,2016-08-21T06:12:39,2016-08-21T19:44:39,0.62,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
new york city,2016-08-22,77.9,69.6,73.7,77.9,69.6,73.7,56.4,56.7,0.007,100,4.17,rain,0,0,29.8,20.1,315.3,1015,17.6,9.8,304.1,26.2,9,,2016-08-22T06:13:38,2016-08-22T19:43:10,0.65,Rain,Clear conditions throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
